week,model_code,model_family,start_date,end_date,ret_stock,ret_dos,dbr_stock,dbr_dos,wod,stocking_outlet,activating_outlet,plc_factor,tertiary,seasonality_1(sin),seasonality_2(cos),secondary
27,A1_SUPER2021,A1,2025-06-15 00:00:00+05:30,2025-06-21 00:00:00+05:30,41454,4606.0,14,1.5555555555555556,0,21275,67,100,69.0,0.2631025642275212,-0.964767868814516,0.0
28,A1_SUPER2021,A1,2025-06-22 00:00:00+05:30,2025-06-28 00:00:00+05:30,41357,2954.0714285714284,15,1.0714285714285714,2,21243,96,100,99.0,0.1590634960190721,-0.9872683547213446,-1.0
29,A1_SUPER2021,A1,2025-06-29 00:00:00+05:30,2025-06-30 00:00:00+05:30,41343,4593.666666666667,15,1.6666666666666667,0,21234,16,100,18.0,0.0532221748421787,-0.998582695676762,0.0
30,A1_SUPER2021,A1,2025-07-01 00:00:00+05:30,2025-07-07 00:00:00+05:30,41270,3751.818181818182,16,1.4545454545454546,0,21202,72,100,78.0,-0.0532221748421785,-0.998582695676762,-1.0
31,A1_SUPER2021,A1,2025-07-08 00:00:00+05:30,2025-07-14 00:00:00+05:30,41202,4578.0,16,1.7777777777777777,2,21173,68,100,68.0,-0.1590634960190723,-0.9872683547213446,0.0
32,A1_SUPER2021,A1,2025-07-15 00:00:00+05:30,2025-07-21 00:00:00+05:30,41123,4112.3,18,1.8,0,21149,74,100,75.0,-0.263102564227521,-0.964767868814516,-6.0
33,A1_SUPER2021,A1,2025-07-22 00:00:00+05:30,2025-07-28 00:00:00+05:30,41055,4105.5,18,1.8,0,21124,70,100,73.0,-0.3641605752528219,-0.9313361774523384,0.0
34,A1_SUPER2021,A1,2025-07-29 00:00:00+05:30,2025-07-31 00:00:00+05:30,41019,3729.0,18,1.6363636363636365,0,21121,33,100,34.0,-0.4610925014493259,-0.8873520750565715,0.0
35,A1_SUPER2021,A1,2025-08-01 00:00:00+05:30,2025-08-07 00:00:00+05:30,40971,5853.0,14,2.0,2,21110,55,100,55.0,-0.5528000653611931,-0.8333139190825152,3.0
36,A1_SUPER2021,A1,2025-08-08 00:00:00+05:30,2025-08-14 00:00:00+05:30,40910,4545.555555555556,14,1.5555555555555556,0,21096,63,100,64.0,-0.63824418364482,-0.7698339834299063,0.0
37,A1_SUPER2021,A1,2025-08-15 00:00:00+05:30,2025-08-21 00:00:00+05:30,40862,5837.428571428572,14,2.0,1,21073,54,100,55.0,-0.7164567402983151,-0.6976315211349847,15.0
38,A1_SUPER2021,A1,2025-08-22 00:00:00+05:30,2025-08-28 00:00:00+05:30,40795,4532.777777777777,53,5.888888888888889,0,21044,61,100,63.0,-0.7865515558026425,-0.617524614946192,-2.0
39,A1_SUPER2021,A1,2025-08-29 00:00:00+05:30,2025-08-31 00:00:00+05:30,40763,3705.727272727273,51,4.636363636363637,1,21023,34,100,35.0,-0.8477344278896709,-0.5304209081197426,2.0
40,A1_SUPER2021,A1,2025-09-01 00:00:00+05:30,2025-09-07 00:00:00+05:30,40774,5096.75,13,1.625,8,21021,58,100,60.0,-0.8993121301712191,-0.4373073204588555,65.0
41,A1_SUPER2021,A1,2025-09-08 00:00:00+05:30,2025-09-14 00:00:00+05:30,40693,3699.363636363637,13,1.181818181818182,1,20998,80,100,81.0,-0.9407002666710332,-0.3392388661180305,0.0
42,A1_SUPER2021,A1,2025-09-15 00:00:00+05:30,2025-09-21 00:00:00+05:30,36440,4555.0,88,11.0,0,20979,59,100,59.0,-0.97142989326471,-0.2373266998711151,0.0
43,A1_SUPER2021,A1,2025-09-22 00:00:00+05:30,2025-09-28 00:00:00+05:30,40571,4507.888888888889,176,19.55555555555556,1,20961,63,100,64.0,-0.9911528310040072,-0.1327255272837223,0.0
44,A1_SUPER2021,A1,2025-09-29 00:00:00+05:30,2025-09-30 00:00:00+05:30,40557,5793.857142857143,87,12.428571428571429,2,20941,14,100,15.0,-0.9996456111234524,-0.0266205214377751,1.0
45,A1_SUPER2021,A1,2025-10-01 00:00:00+05:30,2025-10-07 00:00:00+05:30,40504,5063.0,86,10.75,1,20934,53,100,56.0,-0.9968120070307502,0.0797861055530826,1.0
46,A1_SUPER2021,A1,2025-10-08 00:00:00+05:30,2025-10-14 00:00:00+05:30,40528,5789.714285714285,12,1.7142857142857142,3,20918,52,100,55.0,-0.9826841245925207,0.1852887240871147,77.0
47,A1_SUPER2021,A1,2025-10-15 00:00:00+05:30,2025-10-21 00:00:00+05:30,40488,8097.6,12,2.4,0,20903,36,100,39.0,-0.9574220383620056,0.2886919473396205,0.0
48,A1_SUPER2021,A1,2025-10-22 00:00:00+05:30,2025-10-28 00:00:00+05:30,40448,6741.333333333333,12,2.0,1,20888,40,100,42.0,-0.9213119778704127,0.3888241754733209,0.0
49,A1_SUPER2021,A1,2025-10-29 00:00:00+05:30,2025-10-31 00:00:00+05:30,40595,4510.555555555556,13,1.4444444444444444,1,20933,26,100,27.0,-0.8747630845319612,0.4845508703326504,-1.0
50,A1_SUPER2021,A1,2025-11-01 00:00:00+05:30,2025-11-07 00:00:00+05:30,40556,8111.2,12,2.4,2,20928,35,100,40.0,-0.8183027759081695,0.5747874102144063,1.0
51,A1_SUPER2021,A1,2025-11-08 00:00:00+05:30,2025-11-14 00:00:00+05:30,40514,8102.8,12,2.4,0,20912,36,100,38.0,-0.7525707698561385,0.6585113790650388,0.0
52,A1_SUPER2021,A1,2025-11-15 00:00:00+05:30,2025-11-21 00:00:00+05:30,40468,6744.666666666667,12,2.0,0,20900,40,100,43.0,-0.678311836269616,0.7347741508630673,0.0
53,A1_SUPER2021,A1,2025-11-22 00:00:00+05:30,2025-11-28 00:00:00+05:30,40422,6737.0,12,2.0,0,20885,43,100,46.0,-0.5963673585385014,0.8027116379309637,0.0
54,A1_SUPER2021,A1,2025-11-29 00:00:00+05:30,2025-11-30 00:00:00+05:30,40404,4489.333333333333,12,1.3333333333333333,0,20863,18,100,18.0,-0.5076658003388399,0.8615540813938061,0.0
55,A1_SUPER2021,A1,2025-12-01 00:00:00+05:30,2025-12-07 00:00:00+05:30,40356,6726.0,12,2.0,0,20860,43,100,44.0,-0.4132121857683782,0.9106347728549132,0.0
56,A1_SUPER2021,A1,2025-12-08 00:00:00+05:30,2025-12-14 00:00:00+05:30,40317,8063.4,12,2.4,2,20850,36,100,38.0,-0.3140767120219489,0.9493976084683812,0.0
57,A1_SUPER2021,A1,2025-12-15 00:00:00+05:30,2025-12-21 00:00:00+05:30,40279,10069.75,12,3.0,0,20837,31,100,32.0,-0.2113826236296244,0.9774033898178666,0.0
58,A1_SUPER2021,A1,2025-12-22 00:00:00+05:30,2025-12-28 00:00:00+05:30,40239,10059.75,12,3.0,1,20824,31,100,32.0,-0.1062934856473656,0.9943348002101372,0.0
59,A1_SUPER2021,A1,2025-12-29 00:00:00+05:30,2025-12-31 00:00:00+05:30,40228,20114.0,12,6.0,0,20809,8,100,8.0,-2.4492935982947064e-16,1.0,0.0
1,BLAZE_CURVE_256,Blaze,2025-01-01 00:00:00+05:30,2025-01-07 00:00:00+05:30,7,0.0,0,0.0,1,4,2,100,2.0,0.1062934856473654,0.9943348002101372,0.0
2,BLAZE_CURVE_256,Blaze,2025-01-08 00:00:00+05:30,2025-01-14 00:00:00+05:30,7,0.0,0,0.0,0,4,0,100,0.0,0.2113826236296243,0.9774033898178668,0.0
3,BLAZE_CURVE_256,Blaze,2025-01-15 00:00:00+05:30,2025-01-21 00:00:00+05:30,7,0.0,0,0.0,0,4,0,100,0.0,0.3140767120219488,0.9493976084683812,0.0
4,BLAZE_CURVE_256,Blaze,2025-01-22 00:00:00+05:30,2025-01-28 00:00:00+05:30,7,0.0,0,0.0,0,4,0,100,0.0,0.4132121857683781,0.9106347728549132,0.0
5,BLAZE_CURVE_256,Blaze,2025-01-29 00:00:00+05:30,2025-01-31 00:00:00+05:30,14,0.0,0,0.0,0,4,0,100,0.0,0.5076658003388399,0.8615540813938061,0.0
6,BLAZE_CURVE_256,Blaze,2025-02-01 00:00:00+05:30,2025-02-07 00:00:00+05:30,7,0.0,0,0.0,0,4,0,100,0.0,0.5963673585385014,0.8027116379309637,0.0
7,BLAZE_CURVE_256,Blaze,2025-02-08 00:00:00+05:30,2025-02-14 00:00:00+05:30,7,0.0,0,0.0,0,4,0,100,0.0,0.6783118362696161,0.7347741508630673,0.0
8,BLAZE_CURVE_256,Blaze,2025-02-15 00:00:00+05:30,2025-02-21 00:00:00+05:30,6,0.0,0,0.0,0,4,1,100,1.0,0.7525707698561385,0.6585113790650386,0.0
9,BLAZE_CURVE_256,Blaze,2025-02-22 00:00:00+05:30,2025-02-28 00:00:00+05:30,6,0.0,11,0.0,0,4,0,100,0.0,0.818302775908169,0.5747874102144068,0.0
10,BLAZE_CURVE_256,Blaze,2025-03-01 00:00:00+05:30,2025-03-07 00:00:00+05:30,11,0.0,8,0.0,1,4,0,100,0.0,0.8747630845319613,0.4845508703326502,5.0
11,BLAZE_CURVE_256,Blaze,2025-03-08 00:00:00+05:30,2025-03-14 00:00:00+05:30,11,0.0,9,0.0,0,4,0,100,0.0,0.921311977870413,0.3888241754733207,0.0
12,BLAZE_CURVE_256,Blaze,2025-03-15 00:00:00+05:30,2025-03-21 00:00:00+05:30,15,0.0,5,0.0,4,8,0,100,0.0,0.9574220383620056,0.2886919473396209,4.0
13,BLAZE_CURVE_256,Blaze,2025-03-22 00:00:00+05:30,2025-03-28 00:00:00+05:30,17,0.0,4,0.0,2,9,1,100,1.0,0.982684124592521,0.1852887240871143,3.0
14,BLAZE_CURVE_256,Blaze,2025-03-29 00:00:00+05:30,2025-03-31 00:00:00+05:30,15,0.0,4,0.0,0,8,2,100,2.0,0.99681200703075,0.0797861055530831,0.0
15,BLAZE_CURVE_256,Blaze,2025-04-01 00:00:00+05:30,2025-04-07 00:00:00+05:30,15,0.0,2,0.0,1,9,1,100,2.0,0.9996456111234526,-0.0266205214377746,2.0
16,BLAZE_CURVE_256,Blaze,2025-04-08 00:00:00+05:30,2025-04-14 00:00:00+05:30,12,0.0,4,0.0,0,6,1,100,1.0,0.9911528310040072,-0.1327255272837218,-2.0
17,BLAZE_CURVE_256,Blaze,2025-04-15 00:00:00+05:30,2025-04-21 00:00:00+05:30,16,0.0,1,0.0,2,8,0,100,0.0,0.97142989326471,-0.2373266998711148,4.0
18,BLAZE_CURVE_256,Blaze,2025-04-22 00:00:00+05:30,2025-04-28 00:00:00+05:30,15,0.0,1,0.0,1,7,1,100,1.0,0.9407002666710332,-0.3392388661180303,0.0
19,BLAZE_CURVE_256,Blaze,2025-04-29 00:00:00+05:30,2025-04-30 00:00:00+05:30,15,0.0,1,0.0,0,7,0,100,0.0,0.8993121301712192,-0.4373073204588553,0.0
20,BLAZE_CURVE_256,Blaze,2025-05-01 00:00:00+05:30,2025-05-07 00:00:00+05:30,14,0.0,1,0.0,0,7,1,100,1.0,0.847734427889671,-0.5304209081197424,0.0
21,BLAZE_CURVE_256,Blaze,2025-05-08 00:00:00+05:30,2025-05-14 00:00:00+05:30,14,0.0,1,0.0,0,7,0,100,0.0,0.7865515558026426,-0.6175246149461918,0.0
22,BLAZE_CURVE_256,Blaze,2025-05-15 00:00:00+05:30,2025-05-21 00:00:00+05:30,14,0.0,0,0.0,1,8,1,100,1.0,0.7164567402983153,-0.6976315211349846,1.0
23,BLAZE_CURVE_256,Blaze,2025-05-22 00:00:00+05:30,2025-05-28 00:00:00+05:30,12,0.0,0,0.0,0,6,2,100,2.0,0.6382441836448199,-0.7698339834299064,0.0
24,BLAZE_CURVE_256,Blaze,2025-05-29 00:00:00+05:30,2025-05-31 00:00:00+05:30,12,0.0,0,0.0,0,6,0,100,0.0,0.5528000653611933,-0.8333139190825151,0.0
25,BLAZE_CURVE_256,Blaze,2025-06-01 00:00:00+05:30,2025-06-07 00:00:00+05:30,10,0.0,0,0.0,0,5,2,100,2.0,0.4610925014493262,-0.8873520750565714,0.0
26,BLAZE_CURVE_256,Blaze,2025-06-08 00:00:00+05:30,2025-06-14 00:00:00+05:30,10,0.0,0,0.0,0,5,0,100,0.0,0.3641605752528221,-0.9313361774523384,0.0
27,BLAZE_CURVE_256,Blaze,2025-06-15 00:00:00+05:30,2025-06-21 00:00:00+05:30,9,0.0,0,0.0,0,5,1,100,1.0,0.2631025642275212,-0.964767868814516,0.0
28,BLAZE_CURVE_256,Blaze,2025-06-22 00:00:00+05:30,2025-06-28 00:00:00+05:30,8,0.0,0,0.0,0,5,1,100,1.0,0.1590634960190721,-0.9872683547213446,0.0
29,BLAZE_CURVE_256,Blaze,2025-06-29 00:00:00+05:30,2025-06-30 00:00:00+05:30,8,0.0,0,0.0,0,5,0,100,0.0,0.0532221748421787,-0.998582695676762,0.0
30,BLAZE_CURVE_256,Blaze,2025-07-01 00:00:00+05:30,2025-07-07 00:00:00+05:30,7,0.0,0,0.0,0,4,1,100,1.0,-0.0532221748421785,-0.998582695676762,0.0
31,BLAZE_CURVE_256,Blaze,2025-07-08 00:00:00+05:30,2025-07-14 00:00:00+05:30,6,0.0,0,0.0,0,4,1,100,1.0,-0.1590634960190723,-0.9872683547213446,0.0
32,BLAZE_CURVE_256,Blaze,2025-07-15 00:00:00+05:30,2025-07-21 00:00:00+05:30,6,0.0,0,0.0,0,4,0,100,0.0,-0.263102564227521,-0.964767868814516,0.0
33,BLAZE_CURVE_256,Blaze,2025-07-22 00:00:00+05:30,2025-07-28 00:00:00+05:30,6,0.0,0,0.0,0,4,0,100,0.0,-0.3641605752528219,-0.9313361774523384,0.0
34,BLAZE_CURVE_256,Blaze,2025-07-29 00:00:00+05:30,2025-07-31 00:00:00+05:30,6,0.0,0,0.0,0,4,0,100,0.0,-0.4610925014493259,-0.8873520750565715,0.0
35,BLAZE_CURVE_256,Blaze,2025-08-01 00:00:00+05:30,2025-08-07 00:00:00+05:30,6,0.0,0,0.0,0,4,0,100,0.0,-0.5528000653611931,-0.8333139190825152,0.0
36,BLAZE_CURVE_256,Blaze,2025-08-08 00:00:00+05:30,2025-08-14 00:00:00+05:30,6,0.0,0,0.0,0,4,0,100,0.0,-0.63824418364482,-0.7698339834299063,0.0
37,BLAZE_CURVE_256,Blaze,2025-08-15 00:00:00+05:30,2025-08-21 00:00:00+05:30,6,0.0,0,0.0,0,4,0,100,0.0,-0.7164567402983151,-0.6976315211349847,0.0
38,BLAZE_CURVE_256,Blaze,2025-08-22 00:00:00+05:30,2025-08-28 00:00:00+05:30,6,0.0,0,0.0,0,4,0,100,0.0,-0.7865515558026425,-0.617524614946192,0.0
39,BLAZE_CURVE_256,Blaze,2025-08-29 00:00:00+05:30,2025-08-31 00:00:00+05:30,6,0.0,0,0.0,0,4,0,100,0.0,-0.8477344278896709,-0.5304209081197426,0.0
40,BLAZE_CURVE_256,Blaze,2025-09-01 00:00:00+05:30,2025-09-07 00:00:00+05:30,5,0.0,0,0.0,2,6,1,100,1.0,-0.8993121301712191,-0.4373073204588555,0.0
41,BLAZE_CURVE_256,Blaze,2025-09-08 00:00:00+05:30,2025-09-14 00:00:00+05:30,5,0.0,20,0.0,0,3,0,100,0.0,-0.9407002666710332,-0.3392388661180305,0.0
42,BLAZE_CURVE_256,Blaze,2025-09-15 00:00:00+05:30,2025-09-21 00:00:00+05:30,10,0.0,20,0.0,1,4,0,100,0.0,-0.97142989326471,-0.2373266998711151,5.0
43,BLAZE_CURVE_256,Blaze,2025-09-22 00:00:00+05:30,2025-09-28 00:00:00+05:30,24,0.0,12,0.0,1,5,0,100,0.0,-0.9911528310040072,-0.1327255272837223,14.0
44,BLAZE_CURVE_256,Blaze,2025-09-29 00:00:00+05:30,2025-09-30 00:00:00+05:30,24,0.0,6,0.0,0,5,0,100,0.0,-0.9996456111234524,-0.0266205214377751,0.0
45,BLAZE_CURVE_256,Blaze,2025-10-01 00:00:00+05:30,2025-10-07 00:00:00+05:30,24,0.0,6,0.0,0,5,0,100,0.0,-0.9968120070307502,0.0797861055530826,0.0
46,BLAZE_CURVE_256,Blaze,2025-10-08 00:00:00+05:30,2025-10-14 00:00:00+05:30,24,0.0,10,0.0,1,6,1,100,1.0,-0.9826841245925207,0.1852887240871147,1.0
47,BLAZE_CURVE_256,Blaze,2025-10-15 00:00:00+05:30,2025-10-21 00:00:00+05:30,22,0.0,9,0.0,2,6,2,100,3.0,-0.9574220383620056,0.2886919473396205,2.0
48,BLAZE_CURVE_256,Blaze,2025-10-22 00:00:00+05:30,2025-10-28 00:00:00+05:30,22,0.0,9,0.0,0,6,0,100,0.0,-0.9213119778704127,0.3888241754733209,0.0
49,BLAZE_CURVE_256,Blaze,2025-10-29 00:00:00+05:30,2025-10-31 00:00:00+05:30,21,0.0,9,0.0,0,6,1,100,1.0,-0.8747630845319612,0.4845508703326504,-1.0
50,BLAZE_CURVE_256,Blaze,2025-11-01 00:00:00+05:30,2025-11-07 00:00:00+05:30,32,0.0,8,0.0,2,7,0,100,0.0,-0.8183027759081695,0.5747874102144063,11.0
51,BLAZE_CURVE_256,Blaze,2025-11-08 00:00:00+05:30,2025-11-14 00:00:00+05:30,29,0.0,90,0.0,0,7,2,100,3.0,-0.7525707698561385,0.6585113790650388,0.0
52,BLAZE_CURVE_256,Blaze,2025-11-15 00:00:00+05:30,2025-11-21 00:00:00+05:30,72,72.0,36,36.0,28,35,2,100,11.0,-0.678311836269616,0.7347741508630673,51.0
53,BLAZE_CURVE_256,Blaze,2025-11-22 00:00:00+05:30,2025-11-28 00:00:00+05:30,65,65.0,35,35.0,0,34,6,100,8.0,-0.5963673585385014,0.8027116379309637,0.0
54,BLAZE_CURVE_256,Blaze,2025-11-29 00:00:00+05:30,2025-11-30 00:00:00+05:30,65,0.0,34,0.0,0,34,0,100,1.0,-0.5076658003388399,0.8615540813938061,0.0
55,BLAZE_CURVE_256,Blaze,2025-12-01 00:00:00+05:30,2025-12-07 00:00:00+05:30,48,16.0,30,10.0,1,35,16,100,21.0,-0.4132121857683782,0.9106347728549132,0.0
56,BLAZE_CURVE_256,Blaze,2025-12-08 00:00:00+05:30,2025-12-14 00:00:00+05:30,52,17.333333333333332,3,1.0,3,33,15,100,23.0,-0.3140767120219489,0.9493976084683812,21.0
57,BLAZE_CURVE_256,Blaze,2025-12-15 00:00:00+05:30,2025-12-21 00:00:00+05:30,44,44.0,3,3.0,0,26,5,100,8.0,-0.2113826236296244,0.9774033898178666,0.0
58,BLAZE_CURVE_256,Blaze,2025-12-22 00:00:00+05:30,2025-12-28 00:00:00+05:30,43,0.0,30,0.0,0,23,1,100,1.0,-0.1062934856473656,0.9943348002101372,0.0
59,BLAZE_CURVE_256,Blaze,2025-12-29 00:00:00+05:30,2025-12-31 00:00:00+05:30,42,0.0,37,0.0,0,23,1,100,1.0,-2.4492935982947064e-16,1.0,0.0
1,LZX409_BLAZE2,Blaze,2025-01-01 00:00:00+05:30,2025-01-07 00:00:00+05:30,3531,441.375,96,12.0,61,2550,56,100,61.0,0.1062934856473654,0.9943348002101372,-10.0
2,LZX409_BLAZE2,Blaze,2025-01-08 00:00:00+05:30,2025-01-14 00:00:00+05:30,3445,344.5,117,11.7,37,2456,65,100,70.0,0.2113826236296243,0.9774033898178668,-17.0
3,LZX409_BLAZE2,Blaze,2025-01-15 00:00:00+05:30,2025-01-21 00:00:00+05:30,3234,119.77777777777776,136,5.037037037037037,43,2309,98,100,190.0,0.3140767120219488,0.9493976084683812,-23.0
4,LZX409_BLAZE2,Blaze,2025-01-22 00:00:00+05:30,2025-01-28 00:00:00+05:30,3196,456.57142857142856,129,18.428571428571427,22,2284,48,100,51.0,0.4132121857683781,0.9106347728549132,12.0
5,LZX409_BLAZE2,Blaze,2025-01-29 00:00:00+05:30,2025-01-31 00:00:00+05:30,6372,910.2857142857144,130,18.571428571428573,21,2284,19,100,23.0,0.5076658003388399,0.8615540813938061,-1.0
6,LZX409_BLAZE2,Blaze,2025-02-01 00:00:00+05:30,2025-02-07 00:00:00+05:30,3136,392.0,109,13.625,22,2232,53,100,58.0,0.5963673585385014,0.8027116379309637,16.0
7,LZX409_BLAZE2,Blaze,2025-02-08 00:00:00+05:30,2025-02-14 00:00:00+05:30,3070,383.75,117,14.625,34,2190,53,100,59.0,0.6783118362696161,0.7347741508630673,-9.0
8,LZX409_BLAZE2,Blaze,2025-02-15 00:00:00+05:30,2025-02-21 00:00:00+05:30,3011,250.91666666666663,94,7.833333333333333,30,2139,75,100,85.0,0.7525707698561385,0.6585113790650386,27.0
9,LZX409_BLAZE2,Blaze,2025-02-22 00:00:00+05:30,2025-02-28 00:00:00+05:30,2930,293.0,107,10.7,25,2072,60,100,71.0,0.818302775908169,0.5747874102144068,-11.0
10,LZX409_BLAZE2,Blaze,2025-03-01 00:00:00+05:30,2025-03-07 00:00:00+05:30,2898,483.0,86,14.333333333333334,22,2049,41,100,43.0,0.8747630845319613,0.4845508703326502,11.0
11,LZX409_BLAZE2,Blaze,2025-03-08 00:00:00+05:30,2025-03-14 00:00:00+05:30,2837,405.2857142857143,117,16.714285714285715,17,2008,49,100,55.0,0.921311977870413,0.3888241754733207,-6.0
12,LZX409_BLAZE2,Blaze,2025-03-15 00:00:00+05:30,2025-03-21 00:00:00+05:30,2787,348.375,135,16.875,20,1969,52,100,57.0,0.9574220383620056,0.2886919473396209,8.0
13,LZX409_BLAZE2,Blaze,2025-03-22 00:00:00+05:30,2025-03-28 00:00:00+05:30,2719,339.875,145,18.125,21,1934,41,100,62.0,0.982684124592521,0.1852887240871143,-6.0
14,LZX409_BLAZE2,Blaze,2025-03-29 00:00:00+05:30,2025-03-31 00:00:00+05:30,2717,169.8125,102,6.375,11,1899,35,100,48.0,0.99681200703075,0.0797861055530831,44.0
15,LZX409_BLAZE2,Blaze,2025-04-01 00:00:00+05:30,2025-04-07 00:00:00+05:30,2649,331.125,109,13.625,19,1856,44,100,58.0,0.9996456111234526,-0.0266205214377746,-10.0
16,LZX409_BLAZE2,Blaze,2025-04-08 00:00:00+05:30,2025-04-14 00:00:00+05:30,2521,120.04761904761904,90,4.285714285714286,51,1776,114,100,147.0,0.9911528310040072,-0.1327255272837218,16.0
17,LZX409_BLAZE2,Blaze,2025-04-15 00:00:00+05:30,2025-04-21 00:00:00+05:30,2062,29.88405797101449,71,1.0289855072463767,37,1570,231,100,483.0,0.97142989326471,-0.2373266998711148,23.0
18,LZX409_BLAZE2,Blaze,2025-04-22 00:00:00+05:30,2025-04-28 00:00:00+05:30,1944,108.0,69,3.8333333333333335,20,1482,96,100,129.0,0.9407002666710332,-0.3392388661180303,10.0
19,LZX409_BLAZE2,Blaze,2025-04-29 00:00:00+05:30,2025-04-30 00:00:00+05:30,1862,38.79166666666666,60,1.25,13,1419,76,100,96.0,0.8993121301712192,-0.4373073204588553,11.0
20,LZX409_BLAZE2,Blaze,2025-05-01 00:00:00+05:30,2025-05-07 00:00:00+05:30,1819,303.1666666666667,66,11.0,13,1391,43,100,48.0,0.847734427889671,-0.5304209081197424,4.0
21,LZX409_BLAZE2,Blaze,2025-05-08 00:00:00+05:30,2025-05-14 00:00:00+05:30,1757,195.22222222222223,60,6.666666666666667,17,1353,58,100,69.0,0.7865515558026426,-0.6175246149461918,7.0
22,LZX409_BLAZE2,Blaze,2025-05-15 00:00:00+05:30,2025-05-21 00:00:00+05:30,1719,286.5,50,8.333333333333334,32,1326,41,100,47.0,0.7164567402983153,-0.6976315211349846,10.0
23,LZX409_BLAZE2,Blaze,2025-05-22 00:00:00+05:30,2025-05-28 00:00:00+05:30,1634,125.6923076923077,44,3.3846153846153846,10,1274,65,100,92.0,0.6382441836448199,-0.7698339834299064,4.0
24,LZX409_BLAZE2,Blaze,2025-05-29 00:00:00+05:30,2025-05-31 00:00:00+05:30,1552,55.42857142857143,44,1.5714285714285714,10,1203,78,100,85.0,0.5528000653611933,-0.8333139190825151,2.0
25,LZX409_BLAZE2,Blaze,2025-06-01 00:00:00+05:30,2025-06-07 00:00:00+05:30,1515,303.0,53,10.6,10,1181,28,100,35.0,0.4610925014493262,-0.8873520750565714,-3.0
26,LZX409_BLAZE2,Blaze,2025-06-08 00:00:00+05:30,2025-06-14 00:00:00+05:30,1490,372.5,54,13.5,11,1157,30,100,33.0,0.3641605752528221,-0.9313361774523384,10.0
27,LZX409_BLAZE2,Blaze,2025-06-15 00:00:00+05:30,2025-06-21 00:00:00+05:30,1429,158.77777777777777,51,5.666666666666667,10,1103,58,100,65.0,0.2631025642275212,-0.964767868814516,3.0
28,LZX409_BLAZE2,Blaze,2025-06-22 00:00:00+05:30,2025-06-28 00:00:00+05:30,1178,31.0,34,0.8947368421052632,25,903,198,100,271.0,0.1590634960190721,-0.9872683547213446,19.0
29,LZX409_BLAZE2,Blaze,2025-06-29 00:00:00+05:30,2025-06-30 00:00:00+05:30,1043,15.115942028985508,30,0.4347826086956521,7,812,99,100,139.0,0.0532221748421787,-0.998582695676762,1.0
30,LZX409_BLAZE2,Blaze,2025-07-01 00:00:00+05:30,2025-07-07 00:00:00+05:30,1025,512.5,30,15.0,3,799,18,100,19.0,-0.0532221748421785,-0.998582695676762,0.0
31,LZX409_BLAZE2,Blaze,2025-07-08 00:00:00+05:30,2025-07-14 00:00:00+05:30,1003,334.3333333333333,36,12.0,1,788,21,100,21.0,-0.1590634960190723,-0.9872683547213446,-1.0
32,LZX409_BLAZE2,Blaze,2025-07-15 00:00:00+05:30,2025-07-21 00:00:00+05:30,985,492.5,39,19.5,8,783,15,100,16.0,-0.263102564227521,-0.964767868814516,-2.0
33,LZX409_BLAZE2,Blaze,2025-07-22 00:00:00+05:30,2025-07-28 00:00:00+05:30,967,483.5,40,20.0,2,774,11,100,17.0,-0.3641605752528219,-0.9313361774523384,-2.0
34,LZX409_BLAZE2,Blaze,2025-07-29 00:00:00+05:30,2025-07-31 00:00:00+05:30,963,481.5,39,19.5,1,773,5,100,6.0,-0.4610925014493259,-0.8873520750565715,1.0
35,LZX409_BLAZE2,Blaze,2025-08-01 00:00:00+05:30,2025-08-07 00:00:00+05:30,944,314.6666666666667,33,11.0,7,770,23,100,25.0,-0.5528000653611931,-0.8333139190825152,6.0
36,LZX409_BLAZE2,Blaze,2025-08-08 00:00:00+05:30,2025-08-14 00:00:00+05:30,929,464.5,32,16.0,6,757,16,100,16.0,-0.63824418364482,-0.7698339834299063,1.0
37,LZX409_BLAZE2,Blaze,2025-08-15 00:00:00+05:30,2025-08-21 00:00:00+05:30,914,457.0,30,15.0,1,738,17,100,17.0,-0.7164567402983151,-0.6976315211349847,2.0
38,LZX409_BLAZE2,Blaze,2025-08-22 00:00:00+05:30,2025-08-28 00:00:00+05:30,899,449.5,29,14.5,5,729,16,100,16.0,-0.7865515558026425,-0.617524614946192,1.0
39,LZX409_BLAZE2,Blaze,2025-08-29 00:00:00+05:30,2025-08-31 00:00:00+05:30,880,0.0,46,0.0,4,713,2,100,2.0,-0.8477344278896709,-0.5304209081197426,-17.0
40,LZX409_BLAZE2,Blaze,2025-09-01 00:00:00+05:30,2025-09-07 00:00:00+05:30,890,890.0,28,28.0,5,708,8,100,8.0,-0.8993121301712191,-0.4373073204588555,18.0
41,LZX409_BLAZE2,Blaze,2025-09-08 00:00:00+05:30,2025-09-14 00:00:00+05:30,878,878.0,29,29.0,2,705,10,100,12.0,-0.9407002666710332,-0.3392388661180305,-1.0
42,LZX409_BLAZE2,Blaze,2025-09-15 00:00:00+05:30,2025-09-21 00:00:00+05:30,844,0.0,23,0.0,8,703,4,100,4.0,-0.97142989326471,-0.2373266998711151,7.0
43,LZX409_BLAZE2,Blaze,2025-09-22 00:00:00+05:30,2025-09-28 00:00:00+05:30,891,0.0,42,0.0,10,709,4,100,5.0,-0.9911528310040072,-0.1327255272837223,13.0
